2
875,3004
7,1
SP ADD,SP MUL,SP FMA,INT,CF,L2,Shared,DRAM
114.9499,875,3004,0.078001,0.078001,0.104,0.085704,0.88096,0.0015222,0,0.0052764
114.6949,875,3004,0.054081,0.054081,0.072108,0.18027,0.91954,0.00080236,0,0.0027786
110.7058,875,3004,0.068121,0.072662,0.034817,0.20796,0.6599,0.0011972,0,0.0041479
111.5586,875,3004,0.12511,0.13345,0.063947,0.073434,0.68156,0.00062434,0,0.0021601
108.8581,875,3004,0.060512,0.060622,0.034971,0.15611,0.61924,0.00069984,0,0.0024232
109.8614,875,3004,0.063214,0.063329,0.036533,0.16308,0.64722,0.00037083,0,0.0012793
111.0575,875,3004,0.063039,0.063039,0,0.20617,0.82233,0.0017108,0,0.0059304
128.4402,875,3004,0,0,0,0.36906,0.52069,0.0012939,0,0.0044848
130.419,875,3004,0,0,0,0.38465,0.54285,0.00068063,0,0.0023548
118.1558,875,3004,0,0,0,0.3833,0.44158,0.0014907,0,0.0051673
118.8836,875,3004,0,0,0,0.39811,0.45899,0.00078066,0,0.0027029
103.6269,875,3004,0,0,0,0.2102,0.62445,0.00085376,0,0.0029575
104.0104,875,3004,0,0,0,0.21697,0.64571,0.000447,0,0.0015428
102.9211,875,3004,0,0,0,0.15504,0.003792,0.0001035,0.0091108,4.62E-07
183.0349,875,3004,0,0,0.85002,0.013697,0.021452,1.07E-05,0.0051315,1.16E-07
156.0917,875,3004,0,0,0,0.0061993,0.007948,1.06E-05,0.0019082,1.07E-07
127.9576,875,3004,0,0,0,0.0033885,0.0038374,1.09E-05,0.99284,7.47E-08
163.4267,875,3004,0,0,0,0.0017447,0.0033416,0.86634,0,0.88492
147.4792,875,3004,0,0,0,0.00091231,0.0017221,0.22538,0,0.76049
144.3529,875,3004,0,0,0,0.079308,0.059215,0.22002,0,0.69588
143.8469,875,3004,0,0,0,0.090113,0.059518,0.22187,0,0.70174
146.6816,875,3004,0,0,0,0.11124,0.068981,0.22185,0,0.70176
152.3982,875,3004,0,0,0,0.14568,0.07681,0.22305,0,0.70541
162.9778,875,3004,0,0,0,0.22381,0.075209,0.2233,0,0.70469
160.5763,875,3004,0,0,0,0.30038,0.071416,0.17942,0,0.58757
143.5139,875,3004,0,0,0,0.3042,0.050239,0.10638,0,0.35436
141.2452,875,3004,0,0,0,0.31434,0.046379,0.091606,0,0.30606
139.1075,875,3004,0,0,0,0.32237,0.043537,0.080059,0,0.26802
137.325,875,3004,0,0,0,0.32595,0.041002,0.071047,0,0.23822
135.7674,875,3004,0,0,0,0.33186,0.039381,0.063932,0,0.21455
125.4949,875,3004,0,0,0,0.33135,0.030563,0.033667,0,0.11326
118.5648,875,3004,0,0,0,0.33168,0.02592,0.017341,0,0.058404
114.0003,875,3004,0,0,0,0.33191,0.023637,0.0087832,0,0.029701
113.5029,875,3004,0,0,0,0.34971,0.023608,0.0046611,0,0.015769
110.9722,875,3004,0,0,0,0.34015,0.022332,0.0022785,0,0.0077148
111.7352,875,3004,0,0,0,0.35489,0.022975,0.0011961,0,0.0040505
142.8545,875,3004,0.0079216,0,0,0.083176,0.059634,0.22196,0,0.702
143.5114,875,3004,0.015306,0,0,0.084185,0.059769,0.22264,0,0.70422
147.4497,875,3004,0.051326,0,0,0.073782,0.069455,0.22305,0,0.70555
152.9641,875,3004,0.096093,0,0,0.075072,0.076809,0.22216,0,0.7026
163.3421,875,3004,0.19388,0,0,0.081795,0.076282,0.22302,0,0.70474
179.6384,875,3004,0.37382,0,0,0.084694,0.085421,0.2191,0,0.69679
173.4979,875,3004,0.48077,0,0,0.061974,0.068745,0.14582,0,0.48164
175.6041,875,3004,0.53034,0,0,0.058006,0.065718,0.12976,0,0.43062
176.7487,875,3004,0.56542,0,0,0.05448,0.06292,0.11675,0,0.3884
175.2028,875,3004,0.59091,0,0,0.051441,0.060504,0.10514,0,0.35049
173.3826,875,3004,0.61178,0,0,0.04899,0.058602,0.09574,0,0.31973
151.0911,875,3004,0.61834,0,0,0.034419,0.044718,0.049834,0,0.16753
139.5243,875,3004,0.64506,0,0,0.028033,0.0389,0.025995,0,0.087684
132.3733,875,3004,0.61354,0,0,0.069062,0.035732,0.013303,0,0.044939
123.4538,875,3004,0,0,0,0.028571,0.021201,0.15187,0,0.49659
127.6053,875,3004,0,0,0,0.033511,0.023071,0.16513,0,0.53983
129.8394,875,3004,0,0,0,0.040595,0.025597,0.16112,0,0.52669
119.2405,875,3004,0,0,0,0.032711,0.021993,0.12363,0,0.40391
108.3897,875,3004,0,0,0,0.02312,0.015128,0.085334,0,0.27889
94.4496,875,3004,0,0,0,0.012389,0.0084322,0.042922,0,0.14099
93.8868,875,3004,0,0,0,0.0093971,0.0068698,0.029068,0,0.098202
96.1012,875,3004,0,0,0,0.0090132,0.0068126,0.026787,0,0.090796
98.7175,875,3004,0,0,0,0.0094114,0.0073342,0.02691,0,0.091426
100.5715,875,3004,0,0,0,0.0093539,0.0074971,0.025753,0,0.087565
90.2286,875,3004,0,0,0,0.0056278,0.0046601,0.015087,0,0.051307
88.0701,875,3004,0,0,0,0.0035817,0.0034695,0.0075299,0,0.025674
97.9611,875,3004,0,0,0,0.0044924,0.0050621,0.0066228,0,0.022621
108.923,875,3004,0,0,0,0.0055667,0.0070514,0.0051424,0,0.017574
116.7066,875,3004,0,0,0,0.0068643,0.0093914,0.003626,0,0.012423
123.5275,875,3004,0,0,0,0.0079449,0.011355,0.0022672,0,0.0077698
128.3281,875,3004,0,0,0,0.0087167,0.012756,0.0013001,0,0.0044551
201.4853,875,3004,0.0034575,0.01383,0.065578,0.17028,0.10398,0.23299,0,0.75905
219.4224,875,3004,0.01796,0.07185,0.34701,0.239,0.14345,0.12107,0,0.40824
206.7063,875,3004,0.021328,0.085317,0.41495,0.20162,0.12541,0.037679,0,0.12823
201.8315,875,3004,0.02216,0.088642,0.43163,0.19523,0.12274,0.020133,0,0.068678
197.8036,875,3004,0.02263,0.090521,0.441,0.19313,0.12204,0.011792,0,0.040202
198.1495,875,3004,0.022853,0.091413,0.44538,0.19398,0.12269,0.010309,0,0.035084
195.9492,875,3004,0.023082,0.09233,0.44998,0.19222,0.1219,0.0052454,0,0.017951
117.4672,875,3004,0,0,0,0.2663,0.23883,1.03E-05,0.17695,4.18E-07
147.3825,875,3004,0,0,0,0.16152,0.17758,1.06E-05,0.83446,2.58E-07
141.9531,875,3004,0,0,0,0.071393,0.090575,1.09E-05,0.9724,1.55E-07
141.3422,875,3004,0,0,0,0.055791,0.075426,1.08E-05,0.97955,1.82E-07
140.9164,875,3004,0,0,0,0.049258,0.069134,1.09E-05,0.98354,1.32E-07
140.8299,875,3004,0,0,0,0.048221,0.068165,1.10E-05,0.98664,1.24E-07
141.0859,875,3004,0,0,0,0.044362,0.064457,1.06E-05,0.98985,1.11E-07
141.4816,875,3004,0,0,0,0.041656,0.061958,1.08E-05,0.99487,8.47E-08
141.9073,875,3004,0,0,0,0.040628,0.060877,1.08E-05,0.99296,8.03E-08
183.3909,875,3004,0,0,0,0.21387,0.31282,0.68329,0,0.90007
176.0296,875,3004,0,0,0,0.091315,0.21385,0.84941,0,0.88954
173.9672,875,3004,0,0,0,0.074264,0.19912,0.86925,0,0.89555
179.173,875,3004,0,0,0,0.21061,0.30804,0.6759,0,0.89014
175.9064,875,3004,0,0,0,0.091415,0.21414,0.8533,0,0.89382
173.963,875,3004,0,0,0,0.073803,0.19798,0.86598,0,0.89183
181.8258,875,3004,0,0,0,0.21432,0.31346,0.68797,0,0.90512
178.0453,875,3004,0,0,0,0.092394,0.21644,0.86299,0,0.9039
175.812,875,3004,0,0,0,0.074795,0.20065,0.87831,0,0.90393
160.7168,875,3004,0,0,0.058381,0.083922,0.072361,0.23706,0,0.74969
173.0496,875,3004,0,0,0.68565,0.054905,0.065027,0.10181,0,0.3399
150.1098,875,3004,0,0,0.73784,0.032064,0.044045,0.028923,0,0.097401
155.5246,875,3004,0,0,0,0.050283,0.031771,0.19722,0,0.64454
109.9202,875,3004,0,0,0,0.011147,0.0092926,0.029896,0,0.1018
104.4605,875,3004,0,0,0,0.0056796,0.0064509,0.0084117,0,0.028752
