2
975,3505
6,1
0.0065652,0.046747,0,0,0.039836,0,0.10733
0.029646,0.1578,0.46532,0.13451,0.1052,0.03924,0.21002
0.13084,0.18545,0,0.00017533,0.29286,0.76745,0.51052
0.03251,0.034645,0,0,0.69131,0,0.13526
0.019404,0.16009,0,0,0.35632,0,0.81942
0.012671,0.0053118,0,0,0.56029,0,0.028144
0.0039016,0.0043349,0,1.3126e-05,0.06668,0,0.044316
0.062146,0.033062,0,0,0.66262,0,0.13178
0.00018076,0.00018086,0,0,0.021398,0,0.051505
0.0050312,0.0058417,0,2.6809e-08,0.014164,0,0.025039
0,0.0026428,0.34648,0,0.55789,0,0.19013
0.033222,0.036142,0,0,0.63784,0,0.0084349
0.0018307,0.084482,0,2.2664e-06,0.079836,0,0.052016
0.032925,0.12526,0.833,0.016205,0.040632,0.067933,0.061331
0.05407,0.10822,0,0,0.45655,0,0.45583
0.0016184,0.0065165,0,0,0.066614,0,0.045546
0,0.037386,0.24038,0,0.018119,0,0.0005345
0.00026066,0.10613,0.70836,0.00049823,0.037091,2.3792e-05,0.014145
0.0049406,0.005619,0,0,0.023634,0,0.081826
0.020299,0.034608,0,0,0.18182,0,0.58207
0.038529,0.12758,0.33106,0.032001,0.14102,0.070341,0.30008
0.022685,0.041406,0.19228,0.0054626,0.044549,0.031139,0.12597
0.15069,0.017083,0,0.062719,0.07934,0,0.27587
0.0055312,0.048052,0,0,0.037724,0.016012,0.10328
0.45194,0.033155,0,0.097433,0.0068539,0.13024,0.0003374
0.068267,0.027427,0,0.0042814,0.15631,0,0.51839
