1
975
6
218.53,1164,0.65735,0.14174,0,0,0.11546,0
169.45,975,0.65735,0.14174,0,0,0.11546,0
151.97,785,0.65735,0.14174,0,0,0.11546,0
134.13,595,0.65735,0.14174,0,0,0.11546,0
215.43,1164,0.67502,0.13535,0,0,0.099136,0
167.01,975,0.67502,0.13535,0,0,0.099136,0
149.68,785,0.67502,0.13535,0,0,0.099136,0
132.04,595,0.67502,0.13535,0,0,0.099136,0
211.38,1164,0.7144,0.13554,0,0,0.090131,0
163.58,975,0.7144,0.13554,0,0,0.090131,0
146.92,785,0.7144,0.13554,0,0,0.090131,0
129.94,595,0.7144,0.13554,0,0,0.090131,0
206.9,1164,0.70861,0.12871,0,0,0.078331,0
160.04,975,0.70861,0.12871,0,0,0.078331,0
143.21,785,0.70861,0.12871,0,0,0.078331,0
126.67,595,0.70861,0.12871,0,0,0.078331,0
186.96,1164,0.75806,0.11623,0,0,0.042102,0
144.48,975,0.75806,0.11623,0,0,0.042102,0
130.18,785,0.75806,0.11623,0,0,0.042102,0
116.44,595,0.75806,0.11623,0,0,0.042102,0
175.6,1164,0.78078,0.10865,0,0,0.021792,0
136.13,975,0.78078,0.10865,0,0,0.021792,0
123.84,785,0.78078,0.10865,0,0,0.021792,0
111.64,595,0.78078,0.10865,0,0,0.021792,0
167.73,1164,0.80113,0.10581,0,0,0.011229,0
130.31,975,0.80113,0.10581,0,0,0.011229,0
119.23,785,0.80113,0.10581,0,0,0.011229,0
107.94,595,0.80113,0.10581,0,0,0.011229,0
164.42,1164,0.83225,0.10698,0,0,0.0058892,0
128.12,975,0.83225,0.10698,0,0,0.0058892,0
117.13,785,0.83225,0.10698,0,0,0.0058892,0
105.84,595,0.83225,0.10698,0,0,0.0058892,0
162.32,1164,0.81313,0.10308,0,0,0.0029263,0
126.23,975,0.81313,0.10308,0,0,0.0029263,0
115.12,785,0.81313,0.10308,0,0,0.0029263,0
104.69,595,0.81313,0.10308,0,0,0.0029263,0
161.69,1164,0.83818,0.10551,0,0,0.0015574,0
126.14,975,0.83818,0.10551,0,0,0.0015574,0
114.84,785,0.83818,0.10551,0,0,0.0015574,0
104.79,595,0.83818,0.10551,0,0,0.0015574,0
158.41,1164,0.91246,0.014704,0,0,0.00041863,0.0034916
124.6,975,0.91246,0.014704,0,0,0.00041863,0.0034916
114.22,785,0.91246,0.014704,0,0,0.00041863,0.0034916
103.82,595,0.91246,0.014704,0,0,0.00041863,0.0034916
203.86,1164,0,0.78299,0,0,0.1376,0
160.55,975,0,0.78299,0,0,0.1376,0
144.2,785,0,0.78299,0,0,0.1376,0
128.21,595,0,0.78299,0,0,0.1376,0
197.97,1164,0,0.7999,0,0,0.11506,0
155.65,975,0,0.7999,0,0,0.11506,0
140.91,785,0,0.7999,0,0,0.11506,0
125.78,595,0,0.7999,0,0,0.11506,0
193.14,1164,0,0.81993,0,0,0.099858,0
152.06,975,0,0.81993,0,0,0.099858,0
137.63,785,0,0.81993,0,0,0.099858,0
123.05,595,0,0.81993,0,0,0.099858,0
189.87,1164,0,0.84043,0,0,0.088713,0
149.07,975,0,0.84043,0,0,0.088713,0
135.09,785,0,0.84043,0,0,0.088713,0
121.05,595,0,0.84043,0,0,0.088713,0
187.16,1164,0,0.86409,0,0,0.080811,0
146.4,975,0,0.86409,0,0,0.080811,0
132.7,785,0,0.86409,0,0,0.080811,0
119.15,595,0,0.86409,0,0,0.080811,0
172.97,1164,0,0.86876,0,0,0.041738,0
135.03,975,0,0.86876,0,0,0.041738,0
123.29,785,0,0.86876,0,0,0.041738,0
111.43,595,0,0.86876,0,0,0.041738,0
164.96,1164,0,0.89463,0,0,0.021897,0
128.95,975,0,0.89463,0,0,0.021897,0
118.26,785,0,0.89463,0,0,0.021897,0
107.27,595,0,0.89463,0,0,0.021897,0
159.57,1164,0,0.89616,0,0,0.011087,0
125,975,0,0.89616,0,0,0.011087,0
114.66,785,0,0.89616,0,0,0.011087,0
104.51,595,0,0.89616,0,0,0.011087,0
157.41,1164,0,0.92985,0,0,0.0058229,0
123.42,975,0,0.92985,0,0,0.0058229,0
113.23,785,0,0.92985,0,0,0.0058229,0
102.79,595,0,0.92985,0,0,0.0058229,0
156.08,1164,0,0.91571,0,0,0.0029238,0
121.99,975,0,0.91571,0,0,0.0029238,0
111.63,785,0,0.91571,0,0,0.0029238,0
101.94,595,0,0.91571,0,0,0.0029238,0
155.75,1164,0,0.93546,0,0,0.0015423,0
122.08,975,0,0.93546,0,0,0.0015423,0
111.37,785,0,0.93546,0,0,0.0015423,0
102.03,595,0,0.93546,0,0,0.0015423,0
142.85,1164,0,0.34166,0,0,0.00010648,0.14963
115.81,975,0,0.34166,0,0,0.00010648,0.14963
107.48,785,0,0.34166,0,0,0.00010648,0.14963
99.1,595,0,0.34166,0,0,0.00010648,0.14963
165.84,1164,0,0.91929,0,0,0.00041533,0.0011736
129.67,975,0,0.91929,0,0,0.00041533,0.0011736
118.36,785,0,0.91929,0,0,0.00041533,0.0011736
107.15,595,0,0.91929,0,0,0.00041533,0.0011736
165.72,1164,0,0.039114,0.6676,0,0.080838,0
132.66,975,0,0.039114,0.6676,0,0.080838,0
121.96,785,0,0.039114,0.6676,0,0.080838,0
111.09,595,0,0.039114,0.6676,0,0.080838,0
147.21,1164,0,0.022929,0.65222,0,0.039512,0
118.3,975,0,0.022929,0.65222,0,0.039512,0
109.7,785,0,0.022929,0.65222,0,0.039512,0
101.23,595,0,0.022929,0.65222,0,0.039512,0
136.34,1164,0,0.014271,0.60888,0,0.018718,0
110.01,975,0,0.014271,0.60888,0,0.018718,0
103.35,785,0,0.014271,0.60888,0,0.018718,0
95.86,595,0,0.014271,0.60888,0,0.018718,0
130.69,1164,0,0.011824,0.67265,0,0.010288,0
105.46,975,0,0.011824,0.67265,0,0.010288,0
99.2,785,0,0.011824,0.67265,0,0.010288,0
92.62,595,0,0.011824,0.67265,0,0.010288,0
131.35,1164,0,0.011651,0.71014,0,0.0086508,0
105.83,975,0,0.011651,0.71014,0,0.0086508,0
99.2,785,0,0.011651,0.71014,0,0.0086508,0
92.62,595,0,0.011651,0.71014,0,0.0086508,0
130.78,1164,0,0.011999,0.76794,0,0.0078011,0
105.36,975,0,0.011999,0.76794,0,0.0078011,0
98.82,785,0,0.011999,0.76794,0,0.0078011,0
92.33,595,0,0.011999,0.76794,0,0.0078011,0
130.39,1164,0,0.011829,0.78507,0,0.0068575,0
104.88,975,0,0.011829,0.78507,0,0.0068575,0
98.63,785,0,0.011829,0.78507,0,0.0068575,0
92.06,595,0,0.011829,0.78507,0,0.0068575,0
128.87,1164,0,0.010002,0.68276,0,0.0052351,0
104.21,975,0,0.010002,0.68276,0,0.0052351,0
98.05,785,0,0.010002,0.68276,0,0.0052351,0
91.58,595,0,0.010002,0.68276,0,0.0052351,0
127.45,1164,0,0.0089783,0.68104,0,0.0026403,0
103.75,975,0,0.0089783,0.68104,0,0.0026403,0
97.11,785,0,0.0089783,0.68104,0,0.0026403,0
90.91,595,0,0.0089783,0.68104,0,0.0026403,0
127.72,1164,0,0.0098854,0.79393,0,0.0015796,0
103.83,975,0,0.0098854,0.79393,0,0.0015796,0
96.92,785,0,0.0098854,0.79393,0,0.0015796,0
90.81,595,0,0.0098854,0.79393,0,0.0015796,0
128.2,1164,0,0.01086,0.89861,0,0.0009387,0
103.27,975,0,0.01086,0.89861,0,0.0009387,0
97.13,785,0,0.01086,0.89861,0,0.0009387,0
91.1,595,0,0.01086,0.89861,0,0.0009387,0
113.94,1164,0,0.00058751,0.93903,0,0.00041823,0.00022701
95.19,975,0,0.00058751,0.93903,0,0.00041823,0.00022701
90.75,785,0,0.00058751,0.93903,0,0.00041823,0.00022701
85.98,595,0,0.00058751,0.93903,0,0.00041823,0.00022701
224.69,1164,0.64397,0.26811,0,0.20889,0.044107,0
169.66,975,0.64397,0.26811,0,0.20889,0.044107,0
150.8,785,0.64397,0.26811,0,0.20889,0.044107,0
131.89,595,0.64397,0.26811,0,0.20889,0.044107,0
217.4,1164,0.68092,0.25521,0,0.2194,0.023292,0
163.08,975,0.68092,0.25521,0,0.2194,0.023292,0
145.9,785,0.68092,0.25521,0,0.2194,0.023292,0
127.93,595,0.68092,0.25521,0,0.2194,0.023292,0
214.69,1164,0.69767,0.24908,0,0.22414,0.014021,0
161.38,975,0.69767,0.24908,0,0.22414,0.014021,0
144.32,785,0.69767,0.24908,0,0.22414,0.014021,0
127.54,595,0.69767,0.24908,0,0.22414,0.014021,0
214.28,1164,0.67206,0.23795,0,0.21581,0.011524,0
161.22,975,0.67206,0.23795,0,0.21581,0.011524,0
144.75,785,0.67206,0.23795,0,0.21581,0.011524,0
127.17,595,0.67206,0.23795,0,0.21581,0.011524,0
211.86,1164,0.69611,0.23925,0,0.22314,0.0063682,0
159.31,975,0.69611,0.23925,0,0.22314,0.0063682,0
143.38,785,0.69611,0.23925,0,0.22314,0.0063682,0
126.02,595,0.69611,0.23925,0,0.22314,0.0063682,0
210.06,1164,0.68608,0.23047,0,0.21964,0.0015586,0
157.9,975,0.68608,0.23047,0,0.21964,0.0015586,0
142.23,785,0.68608,0.23047,0,0.21964,0.0015586,0
125.16,595,0.68608,0.23047,0,0.21964,0.0015586,0
209.89,1164,0.68615,0.22894,0,0.21958,0.00028347,0
157.89,975,0.68615,0.22894,0,0.21958,0.00028347,0
141.94,785,0.68615,0.22894,0,0.21958,0.00028347,0
125.16,595,0.68615,0.22894,0,0.21958,0.00028347,0
193.07,1164,0.54234,0.16244,0,0.17593,0.050863,0.00011387
148.03,975,0.54234,0.16244,0,0.17593,0.050863,0.00011387
133.17,785,0.54234,0.16244,0,0.17593,0.050863,0.00011387
118.26,595,0.54234,0.16244,0,0.17593,0.050863,0.00011387
174.12,1164,0,0.27935,0,0,0.47155,0
135.78,975,0,0.27935,0,0,0.47155,0
123.55,785,0,0.27935,0,0,0.47155,0
111.4,595,0,0.27935,0,0,0.47155,0
179.59,1164,0,0.073601,0,0,0.84678,0
139.76,975,0,0.073601,0,0,0.84678,0
126.58,785,0,0.073601,0,0,0.84678,0
113.7,595,0,0.073601,0,0,0.84678,0
177.12,1164,0,0.034174,0,0,0.84386,0
136.46,975,0,0.034174,0,0,0.84386,0
124.52,785,0,0.034174,0,0,0.84386,0
112.08,595,0,0.034174,0,0,0.84386,0
176.6,1164,0,0.28241,0,0,0.47706,0
135.88,975,0,0.28241,0,0,0.47706,0
123.83,785,0,0.28241,0,0,0.47706,0
111.44,595,0,0.28241,0,0,0.47706,0
181.63,1164,0,0.072269,0,0,0.83386,0
139.57,975,0,0.072269,0,0,0.83386,0
126.79,785,0,0.072269,0,0,0.83386,0
113.89,595,0,0.072269,0,0,0.83386,0
178.06,1164,0,0.034441,0,0,0.85463,0
137.21,975,0,0.034441,0,0,0.85463,0
124.81,785,0,0.034441,0,0,0.85463,0
112.27,595,0,0.034441,0,0,0.85463,0
177.14,1164,0,0.2775,0,0,0.46946,0
136.83,975,0,0.2775,0,0,0.46946,0
123.56,785,0,0.2775,0,0,0.46946,0
111.18,595,0,0.2775,0,0,0.46946,0
182.91,1164,0,0.072539,0,0,0.83311,0
140.51,975,0,0.072539,0,0,0.83311,0
126.5,785,0,0.072539,0,0,0.83311,0
113.6,595,0,0.072539,0,0,0.83311,0
179.09,1164,0,0.033834,0,0,0.84234,0
137.88,975,0,0.033834,0,0,0.84234,0
124.43,785,0,0.033834,0,0,0.84234,0
