2
1404,5705
6,1
0.33761,0.22492,0,0.056758,0.054702,0.222,0.036709
0.48179,0.035345,0,0.10676,0.017915,0.25848,0.00067208
0.081464,0.032666,0,0.0051647,0.21178,0,0.67176
0.0048758,0.0010996,0,0,0.29681,0,0.17519
0.0048694,0.0010982,0,0,0.29681,0,0.17517
0.030236,0.0095889,0,0,1.012,0,0.17638
0.030033,0.010148,0,0,0.7112,0,0.00698
0.056034,0.11216,0,0,0.13773,0,0.12299
0.0034596,0.0010425,0,1.2642e-05,0.078987,0,0.045933
0.0034298,0.00098899,0,0,0.079038,0,0.047002
0.017025,0.11706,0,0,0.19899,0,0.40849
0.059917,0.009431,0,0,1.008,0,0.17672
0.00061924,0.00038729,0,0,0.065566,0,0.1458
0.0045144,0.0034131,0,8.2661e-06,0.004592,0,0.0070648
0.010732,0.0036309,0,0,0.46609,0,0.030148
0,0.00049499,0.11842,0,0.26041,0,0.31573
0.071884,0.16743,0,0,0.1843,0,0.23108
0,0.17288,0,5.0988e-05,0.22984,0.18406,0.69674
0.006963,0.11991,0.47546,0.048289,0.14111,0.038649,0.25133
0.0013638,0.062934,0,1.6884e-06,0.01722,0,0.009782
0.037434,0.14808,0.87987,0.017116,0.27612,0.29659,0.36781
0.042773,0.048164,0,0,0.24986,0,0.77494
0.020412,0.035156,0,0,0.2252,0,0.69149
0.00022561,0.092393,0.62195,0.00043695,0.24182,9.9243e-05,0.0835
0,0.095046,0.60378,0,0.73553,0,0.00052621
0.061856,0.19951,0.54405,0.052589,0.19437,0.061696,0.36882
0.074223,0.13963,0.65641,0.018648,0.31606,0.1248,0.79607
0.039937,0.28437,0,0,0.12593,0,0.3027
0,0.029234,0,0.0010348,0.00019129,0.0022766,8.4815e-05
4.4954e-05,0.71403,0,0.00052209,1.7382e-05,0,5.1577e-05
0.038103,0.0037215,0.78565,0.022539,0.15764,0.070405,0.4893
3.9505e-09,0.19726,0,0.0001125,0.24641,0.35496,0.73025
0.010345,0.038898,0.14319,0,0.22617,0.056349,0.70202
0.073378,0.27511,0,0.021194,0.2779,0.25197,0.68357
0.00029722,0.081346,0.56172,0.0058512,0.15811,0.16121,0.40785
0.023251,0.052841,0.44995,0.0064225,0.18048,0,0.52198
0.0019697,0.031779,0.63912,0.0025178,0.21164,0,0.62349
0.0047913,0.071261,0,0.0054565,0.08434,0.037092,0.14903
0.38701,0.043872,0,0.16337,0.25349,0,0.78684
