2;;;;;;;;;;
1404;5705;;;;;;;;;
7;1;;;;;;;;;
185.09;1911;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
165.35;1784;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
148.71;1657;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
137.9;1531;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
128.32;1404;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
124.22;1278;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
118.88;1151;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
114.3;1025;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
107.6;898;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
103.69;772;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
103.02;645;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
102.85;582;5705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
161.52;1911;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
142.16;1784;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
128.89;1657;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
120.24;1531;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
113.96;1404;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
113.03;1278;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
112.95;1151;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
107.37;1025;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
102.75;898;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
98.415;772;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
97.716;645;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
97.391;582;4705;0.018582;0.12543;0;0;0.25907;0;0.03273;0.77134
190.06;1911;5705;0.037515;0.13599;0;0;0.25909;0;0.039284;0.77142
169.1;1784;5705;0.037515;0.13599;0;0;0.25909;0;0.039284;0.77142
152.03;1657;5705;0.037515;0.13599;0;0;0.25909;0;0.039284;0.77142
139.88;1531;5705;0.037515;0.13599;0;0;0.25909;0;0.039284;0.77142
