2
875,3004
5,1
SP,INT,CF,L2,Shared,DRAM
114.9499,875,3004,0.26,0.085704,0.88096,0.0027755,0,0.0052764
103.0868,810,3004,0.26,0.085704,0.88096,0.0027755,0,0.0052764
95.4942,745,3004,0.26,0.085704,0.88096,0.0027755,0,0.0052764
88.3485,666,3004,0.26,0.085704,0.88096,0.0027755,0,0.0052764
114.6486,875,3004,0.18007,0.18007,0.91853,0.0014614,0,0.0027755
103.6742,810,3004,0.18007,0.18007,0.91853,0.0014614,0,0.0027755
96.1143,745,3004,0.18007,0.18007,0.91853,0.0014614,0,0.0027755
88.8889,666,3004,0.18007,0.18007,0.91853,0.0014614,0,0.0027755
110.6428,875,3004,0.17531,0.20761,0.65881,0.0021793,0,0.0041411
100.2553,810,3004,0.17531,0.20761,0.65881,0.0021793,0,0.0041411
93.2957,745,3004,0.17531,0.20761,0.65881,0.0021793,0,0.0041411
86.5359,666,3004,0.17531,0.20761,0.65881,0.0021793,0,0.0041411
111.5256,875,3004,0.32224,0.073372,0.68098,0.0011374,0,0.0021583
101.205,810,3004,0.32224,0.073372,0.68098,0.0011374,0,0.0021583
94.1261,745,3004,0.32224,0.073372,0.68098,0.0011374,0,0.0021583
87.1527,666,3004,0.32224,0.073372,0.68098,0.0011374,0,0.0021583
108.7882,875,3004,0.15581,0.15581,0.61805,0.0012736,0,0.0024185
98.7134,810,3004,0.15581,0.15581,0.61805,0.0012736,0,0.0024185
91.9172,745,3004,0.15581,0.15581,0.61805,0.0012736,0,0.0024185
85.3802,666,3004,0.15581,0.15581,0.61805,0.0012736,0,0.0024185
109.8241,875,3004,0.16291,0.16291,0.64657,0.00067547,0,0.001278
99.8176,810,3004,0.16291,0.16291,0.64657,0.00067547,0,0.001278
92.9616,745,3004,0.16291,0.16291,0.64657,0.00067547,0,0.001278
86.0914,666,3004,0.16291,0.16291,0.64657,0.00067547,0,0.001278
110.9671,875,3004,0.12578,0.20568,0.82038,0.003112,0,0.0059163
100.467,810,3004,0.12578,0.20568,0.82038,0.003112,0,0.0059163
93.5525,745,3004,0.12578,0.20568,0.82038,0.003112,0,0.0059163
86.7758,666,3004,0.12578,0.20568,0.82038,0.003112,0,0.0059163
128.341,875,3004,0,0.3684,0.51976,0.0023551,0,0.0044768
114.8986,810,3004,0,0.3684,0.51976,0.0023551,0,0.0044768
105.6413,745,3004,0,0.3684,0.51976,0.0023551,0,0.0044768
96.5841,666,3004,0,0.3684,0.51976,0.0023551,0,0.0044768
130.2039,875,3004,0,0.38322,0.54084,0.0012364,0,0.002346
116.6166,810,3004,0,0.38322,0.54084,0.0012364,0,0.002346
106.9717,745,3004,0,0.38322,0.54084,0.0012364,0,0.002346
97.6178,666,3004,0,0.38322,0.54084,0.0012364,0,0.002346
118.0069,875,3004,0,0.38204,0.44013,0.0027091,0,0.0051503
106.247,810,3004,0,0.38204,0.44013,0.0027091,0,0.0051503
98.201,745,3004,0,0.38204,0.44013,0.0027091,0,0.0051503
90.6766,666,3004,0,0.38204,0.44013,0.0027091,0,0.0051503
118.8443,875,3004,0,0.39777,0.4586,0.0014222,0,0.0027006
107.1549,810,3004,0,0.39777,0.4586,0.0014222,0,0.0027006
99.0303,745,3004,0,0.39777,0.4586,0.0014222,0,0.0027006
91.261,666,3004,0,0.39777,0.4586,0.0014222,0,0.0027006
103.5304,875,3004,0,0.20954,0.6225,0.0015519,0,0.0029482
94.4876,810,3004,0,0.20954,0.6225,0.0015519,0,0.0029482
88.3308,745,3004,0,0.20954,0.6225,0.0015519,0,0.0029482
82.5035,666,3004,0,0.20954,0.6225,0.0015519,0,0.0029482
103.934,875,3004,0,0.21644,0.64415,0.00081307,0,0.0015391
95.1667,810,3004,0,0.21644,0.64415,0.00081307,0,0.0015391
88.9067,745,3004,0,0.21644,0.64415,0.00081307,0,0.0015391
82.9172,666,3004,0,0.21644,0.64415,0.00081307,0,0.0015391
102.9211,875,3004,0,0.15504,0.003792,0.00018871,0.0091108,4.6229e-07
93.6522,810,3004,0,0.15504,0.003792,0.00018871,0.0091108,4.6229e-07
88.4568,745,3004,0,0.15504,0.003792,0.00018871,0.0091108,4.6229e-07
82.7896,666,3004,0,0.15504,0.003792,0.00018871,0.0091108,4.6229e-07
183.0349,875,3004,0.85002,0.013697,0.021452,1.9432e-05,0.0051315,1.1638e-07
