2
1380,2000
5,1
cVALUBusy,cSALUBusy,cSMEMBusy,cFLATVMEMBusy,cL2Busy,cFETCHBusy
37.223,300,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
53.94,600,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
70.6,927,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
106.76,1179,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
125.99,1251,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
137.7,1294,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
151.32,1339,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
166.9,1380,300,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
40.14,300,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
53.94,600,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
70.6,927,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
106.37,1179,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
125.8,1251,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
137.61,1294,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
152.8,1339,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
167.244,1380,1000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
46.5,300,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
65.63,600,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
83.11,927,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
107.6,1179,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
125.99,1251,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
137.7,1294,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
151.94,1339,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
167.31,1380,2000,0.99961,0.49959,0.0004877,0.00012193,0.0022004,0.0060523
37.24,300,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
54.2,600,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
72.95,927,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
108.89,1179,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
128.91,1251,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
141.94,1294,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
156.28,1339,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
170.8,1380,300,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
41.66,300,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
54.9,600,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
72.248,927,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
108.83,1179,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
129.8,1251,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
141.188,1294,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
156.28,1339,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
170.83,1380,1000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
48.9,300,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
65.94,600,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
86.86,927,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
109.67,1179,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
129.8,1251,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
141.248,1294,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
157.28,1339,2000,0.99968,0.18178,0.00017745,4.4363e-05,0.00080062,0.0022021
