2
1380,2000
11,2
cVALUBusy,cSALUBusy,cBR_MSGBusy,cSMEMBusy,cVMEMFETCHBusy,cVMEMWRITEBusy,cFLATVMEMBusy,cLDSBusy,cFLATLDSBusy,cGDSBusy,cL2Busy,cFETCHBusy,cWRITEBusy
37.223,300,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
53.94,600,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
70.6,927,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
106.76,1179,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
125.99,1251,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
137.7,1294,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
151.32,1339,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
166.9,1380,300,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
40.14,300,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
53.94,600,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
70.6,927,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
106.37,1179,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
125.8,1251,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
137.61,1294,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
152.8,1339,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
167.244,1380,1000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
46.5,300,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
65.63,600,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
83.11,927,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
107.6,1179,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
125.99,1251,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
137.7,1294,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
151.94,1339,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
167.31,1380,2000,0.99961,0.49959,0,0.0004877,0,0,0.00012193,0,0,0,0.0022004,0.0060523,0.012114
37.24,300,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
54.2,600,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
72.95,927,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
108.89,1179,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
128.91,1251,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
141.94,1294,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
156.28,1339,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
170.8,1380,300,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
41.66,300,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
54.9,600,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
72.248,927,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
108.83,1179,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
129.8,1251,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
141.188,1294,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
156.28,1339,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
170.83,1380,1000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
48.9,300,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
65.94,600,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
86.86,927,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
109.67,1179,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
129.8,1251,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
141.248,1294,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
157.28,1339,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
170.145,1380,2000,0.99968,0.18178,0,0.00017745,0,0,4.4363e-05,0,0,0,0.00080062,0.0022021,0.0044079
34.75,300,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
45.45,600,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
57.183,927,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
83.99,1179,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
97.9,1251,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
106.99,1294,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
116.65,1339,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
128.78,1380,300,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
36.76,300,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
46.4,600,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
57.214,927,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
84.92,1179,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
99,1251,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
106.95,1294,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
116.28,1339,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
128.9,1380,1000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
40.8,300,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
53.125,600,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
67.62,927,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
85.71,1179,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
99.7,1251,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
106.98,1294,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
116.6,1339,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
128.65,1380,2000,0.99972,0.040854,0,0.00015935,0,0,3.9838e-05,0,0,0,0.0014361,0.0039576,0.0079167
34.41,300,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
46.83,600,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
58.91,927,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
85.59,1179,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
99.4,1251,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
106.5,1294,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
118.78,1339,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
129.126,1380,300,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
37.94,300,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
46.91,600,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
58.82,927,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
85.94,1179,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
100.81,1251,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
108.121,1294,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
118.14,1339,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
130.99,1380,1000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
42.14,300,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
54.167,600,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
69.149,927,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
86.56,1179,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
99.4,1251,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
107.7,1294,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
118.18,1339,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
128.98,1380,2000,0.98897,0.028742,0,1.3992e-05,0,0,3.498e-06,0,0,0,6.3152e-05,0.00017224,0.00034756
34.109,300,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
45.124,600,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
57.119,927,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
81.19,1179,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
95.1,1251,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
103.6,1294,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
114.36,1339,300,0.0025798,0.053181,0,0.00011964,0,0,0.15314,0,0,0,0.99865,0.0014864,0.01682
