2
975,3505
8,1
SP,INT,DP,SFU,LDST,CF,L2,Shared,DRAM
142.6985,1164,4005,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
113.1875,975,4005,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
105.734,785,4005,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
98.9175,595,4005,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
136.0085,1164,3505,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
108.612,975,3505,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
101.419,785,3505,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
94.2505,595,3505,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
134.8735,1164,3300,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
107.216,975,3300,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
100.1265,785,3300,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
93.0055,595,3300,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
104.6635,1164,810,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
76.8875,975,810,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
60.686,785,810,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
54.231,595,810,0.11962,0.20457,0,0,0.00017724,0.55041,0.0013143,0,0.0045698
141.0435,1164,4005,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
112.8985,975,4005,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
105.827,785,4005,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
98.774,595,4005,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
135.1785,1164,3505,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
108.649,975,3505,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
101.619,785,3505,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
94.7365,595,3505,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
135.6895,1164,3300,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
106.877,975,3300,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
99.7895,785,3300,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
92.769,595,3300,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
105.1055,1164,810,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
76.936,975,810,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
60.012,785,810,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
54.328,595,810,0.12122,0.20669,0,0,8.9761e-05,0.55737,0.00067715,0,0.0023545
149.201,1164,4005,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
118.428,975,4005,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
110.2505,785,4005,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
102.1375,595,4005,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
143.63,1164,3505,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
113.7625,975,3505,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
105.681,785,3505,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
97.526,595,3505,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
142.9525,1164,3300,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
112.455,975,3300,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
104.374,785,3300,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
96.364,595,3300,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
112.737,1164,810,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
82.1715,975,810,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
64.1955,785,810,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
56.832,595,810,0.21646,0.25681,0,0,0.00018223,0.56592,0.001349,0,0.0046907
149.056,1164,4005,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
118.189,975,4005,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
110.101,785,4005,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
102.106,595,4005,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
143.412,1164,3505,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
114.057,975,3505,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
105.965,785,3505,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
97.762,595,3505,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
143.642,1164,3300,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
112.3035,975,3300,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
104.1315,785,3300,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
96.0735,595,3300,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
113.1245,1164,810,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
82.3535,975,810,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
63.5325,785,810,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
56.917,595,810,0.22393,0.26411,0,0,9.405e-05,0.58401,0.0007065,0,0.0024565
140.898,1164,4005,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
113.038,975,4005,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
105.835,785,4005,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
98.6835,595,4005,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
135.565,1164,3505,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
108.0855,975,3505,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
101.0865,785,3505,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
93.9675,595,3505,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
134.486,1164,3300,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
106.978,975,3300,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
99.7835,785,3300,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
92.8055,595,3300,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
104.0935,1164,810,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
76.415,975,810,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
60.3455,785,810,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
53.951,595,810,0.14394,0.20667,0,0,9.6156e-05,0.46299,0.00072327,0,0.0025145
140.705,1164,4005,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
112.8705,975,4005,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
105.599,785,4005,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
98.78,595,4005,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
134.9365,1164,3505,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
108.328,975,3505,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
101.371,785,3505,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
94.403,595,3505,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
135.2115,1164,3300,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
106.5545,975,3300,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
99.5475,785,3300,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
92.6185,595,3300,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
104.524,1164,810,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
76.6215,975,810,0.14828,0.21189,0,0,4.9451e-05,0.47617,0.00038299,0,0.0013316
