2
975,3505
6,1
SP,INT,DP,SFU,L2,Shared,DRAM
172.72,1164,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
166.88,1126,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
154.16,1088,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
146.86,1050,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
137.72,1013,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
131.94,975,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
130.5,937,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
127.87,899,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
125.16,861,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
122.99,823,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
120.83,785,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
119.67,747,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
117,709,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
115.06,671,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
112.91,633,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
110.25,595,4005,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
171.08,1164,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
165.83,1126,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
154.94,1088,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
145.3,1050,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
138,1013,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
131.53,975,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
129.66,937,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
127.25,899,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
125.05,861,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
122.59,823,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
120.52,785,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
118.07,747,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
115.71,709,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
113.25,671,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
110.89,633,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
108.72,595,3505,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
168.38,1164,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
163.77,1126,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
153.21,1088,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
143.44,1050,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
136.2,1013,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
130.16,975,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
127.79,937,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
125.53,899,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
123.06,861,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
120.78,823,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
118.55,785,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
116.09,747,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
113.59,709,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
111.33,671,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
108.82,633,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
106.57,595,3300,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
137,1164,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
132.49,1126,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
122.26,1088,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
113,1050,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
105.73,1013,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
99.02,975,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
93.48,937,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
87.75,899,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
83.28,861,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
79.33,823,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
75.4,785,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
72.71,747,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
70.83,709,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
69.05,671,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
67.19,633,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
65.295,595,810,0,0.99853,0,0,2.2837e-05,0.0012199,7.8195e-05
160.3,1164,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
156.41,1126,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
148.43,1088,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
138.99,1050,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
133.29,1013,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
128.78,975,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
126.35,937,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
123.09,899,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
122.42,861,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
120.47,823,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
117.44,785,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
114.78,747,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
112.66,709,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
111.5,671,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
108.77,633,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
107.52,595,4005,0.98089,0.015805,0,0,1.4235e-07,0.003609,9.0242e-08
