2
1404,5705
9,1
SP,INT,DP,SFU,LDST,CF,TEX,L2,Shared,DRAM
155.5287,1911,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
132.4903,1784,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
112.9933,1657,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
98.4967,1531,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
88.4877,1404,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
85.523,1278,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
82.6497,1151,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
79.637,1025,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
76.724,898,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
73.7827,772,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
71.0333,645,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
69.7483,582,5705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
136.9187,1911,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
117.9773,1784,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
99.7213,1657,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
86.053,1531,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
76.4813,1404,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
73.374,1278,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
70.4913,1151,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
67.5743,1025,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
64.692,898,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
61.983,772,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
59.398,645,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
57.8847,582,4705,0.12908,0.22075,0,0,0.00019126,0.59395,0.0076503,0.0015007,0,0.0060267
157.0253,1911,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
132.8633,1784,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
113.155,1657,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
98.475,1531,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
87.7113,1404,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
84.9017,1278,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
81.9983,1151,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
79.152,1025,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
76.1743,898,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
73.435,772,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
70.8167,645,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
69.5253,582,5705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
140.8367,1911,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
118.8427,1784,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
100.1013,1657,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
86.0207,1531,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
75.7007,1404,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
72.7263,1278,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
69.8113,1151,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
67.0887,1025,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
64.0083,898,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
61.6237,772,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
59.3123,645,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
57.953,582,4705,0.12954,0.22088,0,0,9.5923e-05,0.59563,0.0038369,0.00075989,0,0.0030514
170.9523,1911,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
143.4807,1784,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
121.056,1657,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
104.384,1531,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
92.3767,1404,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
89.0697,1278,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
85.7707,1151,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
82.4837,1025,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
79.0873,898,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
75.947,772,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
72.8137,645,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
71.2273,582,5705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
156.6793,1911,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
130.3657,1784,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
108.561,1657,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
92.2957,1531,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
81.133,1404,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
77.8463,1278,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
74.297,1151,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
70.8803,1025,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
67.6087,898,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
64.312,772,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
61.0573,645,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
59.6007,582,4705,0.23587,0.27985,0,0,0.00019857,0.61667,0.0079429,0.001558,0,0.0062572
170.759,1911,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
143.473,1784,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
121.1397,1657,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
104.5133,1531,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
92.5067,1404,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
89.102,1278,5705,0.23742,0.28001,0,0,9.9714e-05,0.61917,0.0039886,0.00078922,0,0.00317
