2
975,3505
7,1
SP,INT,DP,SFU,CF,L2,Shared,DRAM
mri-gridding,183.1325,1164,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,178.08,1126,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,169.05,1088,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,158.3483,1050,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,150.3881,1013,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,141.1243,975,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,141.1198,937,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,138.4174,899,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,135.4607,861,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,133.6286,823,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,131.2262,785,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,128.2279,747,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,126.0156,709,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,123.0937,671,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,120.2037,633,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,118.0347,595,4005,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,176.9884,1164,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,174.4363,1126,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,161.6818,1088,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,153.1317,1050,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,145.5986,1013,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,138.0686,975,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,135.9071,937,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,133.1883,899,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,130.1682,861,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,127.8931,823,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,125.575,785,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,123.1744,747,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,120.6475,709,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,118.085,671,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
mri-gridding,116.2377,633,3505,0.32229,0.21472,0,0.054185,0.24056,0.037143,0.20542,0.027894
